id,app_id,title,price
bafb51a5-79e2-475d-8240-2fa10973ce0b,4d061c79-cd95-417b-b26f-228f180fface,Free Plan,Free
b200ab36-dd90-4eaa-9774-cfd1235c6989,24b320a6-c19a-44f9-a421-708645d58a65,Essential Plan,$9.95/month
023f59b7-4136-46ce-902a-393b69a1f958,746466b9-7883-49ac-812a-ffbbdbd4e490,Starter,$19/month
0ef08f76-d9cf-4eb3-9223-b116eaeae709,454cff04-fae8-4495-a166-e52e30d1a434,,Free to install
e6424ace-8910-4620-b4c7-10a8fe4d6908,4916f6be-5727-4105-b992-236cd55e1275,,Free to install
7fb4202d-d47d-4659-9425-a28119908620,8030db15-043e-4665-9714-40274643dfe0,,Free
d522e65e-f846-4e86-bd15-992d3203b74b,10e221dd-1e58-46f0-b011-6da7acdcd5c6,Basic Plan,$10/month
9d7fb761-16ea-4ebd-84fc-7e0dda5b0101,4d061c79-cd95-417b-b26f-228f180fface,Starter,$5/month
ff825249-7eb1-46f2-ac01-a62031830bfc,7278e046-96f5-4863-ac5f-641c9ed52d5f,Essential,$19/month
ef626cab-4826-42e5-b8cb-512fabcc4a7f,4d061c79-cd95-417b-b26f-228f180fface,Pro,$10/month
bb233892-3924-4e58-8de1-2fecb4134c70,3c2dcebb-d91c-4a97-9a1f-185fd4c4ebb7,,Free
040b28e6-fb05-4b98-9845-c764dde1f567,746466b9-7883-49ac-812a-ffbbdbd4e490,Advanced,$79/month
5c26db37-16ea-4655-b928-8c2c18beab10,06f35f83-c683-4d1a-8b6c-793d6590d4ed,Basic plan,$5/month
aefdf31a-8b3c-432b-a05d-3fdb7b4de328,7804efae-a796-462a-892f-5314eb88d0d6,Unlimited Monthly,$19/month
e1076d56-4fa4-4ddf-bc5a-7670b0764c3f,7278e046-96f5-4863-ac5f-641c9ed52d5f,Pro,$29/month
7fa489c0-0ad6-4da8-87c6-073c07826da3,4d061c79-cd95-417b-b26f-228f180fface,Enterprise,$30/month
33e1c1c4-5d83-42a9-a899-5786935c28c3,817c7a53-7424-4393-9cd9-b50826538412,,Free
b8ffe6b1-a3eb-4d14-a497-22fb6dea8c66,a54b885f-b7d1-43ad-8012-96c2f145e9fa,,$14.99/month
6855af68-f223-4406-b7da-1c6cfd1772bc,06f35f83-c683-4d1a-8b6c-793d6590d4ed,Pro Plan,$10/month
8f2aaa49-19b6-4969-96f0-5e9572873478,8f3ad52d-dfa2-4517-971a-a787066c6a61,No Limits,$9.99/month
97b5ba2c-2ffd-407a-9242-f0809bf4bb77,7804efae-a796-462a-892f-5314eb88d0d6,Unlimited Yearly,$9.99/month
ba125aba-4f3a-482d-b2f1-5af4c535fcf6,746466b9-7883-49ac-812a-ffbbdbd4e490,Premium,$199/month
fe361031-e5e8-4854-9688-16831de7d8ef,a83231cd-2ed6-4343-8122-e2ad29d97b6e,,Free
a4d8a466-4cae-40c4-b818-5b56bc0a3aeb,06f35f83-c683-4d1a-8b6c-793d6590d4ed,Free plan,Free
74155b4b-14bf-462c-8447-4e01c69a2dea,0355b257-d3d5-499c-83dc-6c33e044296a,Starter,Free
6bcc5786-53c2-462b-9528-409ff610b121,550b7ba5-6bc8-4017-b716-e56220cb16cb,,Free
46a7bb95-c135-42ab-906f-90b848325b96,0355b257-d3d5-499c-83dc-6c33e044296a,Basic,$4.99/month
7300c7fd-a647-4be5-990d-f923ce9061a4,36143323-efe7-42e6-bd59-256c35c0d742,Basic Plan,$2.99/month
a796434b-e3f1-4f68-b158-8744e3aaf87e,0355b257-d3d5-499c-83dc-6c33e044296a,Advanced,$9.99/month
2a7b55ef-b796-49e3-989e-b3023f6d5c5d,0355b257-d3d5-499c-83dc-6c33e044296a,Enterprise,$49.99/month
62d73cf0-9194-43d1-aa28-d5dee1820bee,f8cbf3fe-71ce-472f-8d77-ec39e6a2c0fa,Start,$14.99/month
5817d7a8-84a3-41de-a0be-ac64f0e6a732,b24589d8-913f-45ba-bc4a-20f6f0c37bba,,$2/month
635feb07-843a-4e10-a50b-b10d2a303db6,2d762af3-1943-4611-9c1e-9d38112e65bf,,Free to install
4ac01d52-e057-4ad7-800c-bd0318bec9ea,a55379b9-4963-47c3-a10e-ea2d1f7cd42c,,Free
e38e7ab4-755e-43cf-950e-8f9cb0c2af04,8ecdfea5-03a0-4ad4-b154-f00f52f42195,,Free
cdd38364-58fd-4d7f-a399-593effa24a4a,8a8a7487-5a63-4f95-aff2-5b9f2566a34b,Basic Plan,$4.99/month
429e6423-20cf-41d6-8662-7dd18e26a25f,f975db77-319b-44e3-80b2-8a0523a80a34,NextLevel,$3.95/month
3c07bc8c-d364-48b3-982c-85c284574ad6,a8f92b19-8951-49e3-a4cf-d97fbeaca577,,Free
30468d39-941a-466b-9702-e48e293c5136,1c1578cc-b46d-480c-a5fc-febc48faf9e4,Bronze,$25/month
4ec5bf49-975a-4c3c-bcb0-af779a794b9a,0d128a28-a3d4-49b0-a1de-3aab0677b993,,$25 one time charge
c2a2577f-9f5c-4f66-85b8-1c21631f96a5,1c1578cc-b46d-480c-a5fc-febc48faf9e4,Silver,$49/month
597ddd6c-17dd-44fd-b594-24c9f3c189ef,1c1578cc-b46d-480c-a5fc-febc48faf9e4,Gold,$199/month
b1305ef6-b88f-49b9-a26d-7c2950ac4bbb,5d60ad72-71a1-448c-bf4e-423ca5ec6c74,,Free
70c44e48-2a96-4236-a1a7-7f6e1e8e2a3a,1d12b1c0-db4f-4475-bdbd-b95090737200,TIMESAVER,$7/month
a9b3cb81-3e91-4e90-b218-345f87a6e78b,b13f9c06-c950-419e-ab51-a8b73cd55738,,Free
c83b99ec-a73d-4c13-ad46-8a18116901ec,1c1578cc-b46d-480c-a5fc-febc48faf9e4,Platinum,$299/month
db3451f0-a213-4171-a08e-b0d96f3526fb,1a229148-d32c-4ebf-8ec2-dd71a7a8f77b,,Free
16ee952e-4567-456c-91e6-d7894f8760f0,ceccb5e3-1424-4cf0-b6a9-7443410f39ad,Free Plan,Free
f367abca-4000-4f5c-8aa6-76c17b9240d7,24dcf03c-c60d-4451-b6a8-dea3fd1d9fbf,,Free
45a30e04-8fe2-4b5b-92bd-28ab838f701d,39fa2c0e-24fe-4824-9fe3-a34f1799b370,Standard,$8/month
61d81727-5757-45c5-910d-2a2f7c7a21cf,94e77128-9474-4076-b4a1-2ac6b880c8f3,,Free
c465777f-a2e8-430c-99f3-cecb15c84949,9b5ce454-cce6-4012-bd8b-ad90518892bb,,$85/month
137ee9da-8917-4f22-a9e0-db7aa53b7a77,ceccb5e3-1424-4cf0-b6a9-7443410f39ad,Pro,$24.99/month
d6c7bf40-23fc-4173-841c-b98c6f7d3314,94d31127-f301-43b1-897b-8b5526c9cb3e,,Free to install
cb528337-319b-4fab-ba8a-8f4c6216ba6b,39fa2c0e-24fe-4824-9fe3-a34f1799b370,Premium,$12/month
8b6f580c-ff73-4410-a9f8-c948c8f6fd47,39fa2c0e-24fe-4824-9fe3-a34f1799b370,Business,$20/month
8d361da2-d9fd-4340-b61a-1ca92fcf855c,4ad597b0-5517-43d5-b80c-7262db3f81eb,,Free
41d51f3f-4dab-4a30-b483-dcfb92bdeae5,3c97f8e6-ae5f-4d19-bfb4-da0f59862f36,Premium,$4.99/month
d22967bf-9876-42b7-8878-135da20f27c6,2640685a-9585-4463-a90c-ea4e892b9de8,Basic,Free
5d3ed870-6cc3-4d72-a0bd-f216f49433cb,44ae9d93-8146-479f-bce8-1aa735cbba25,,$3.99/month
3ecc9f5e-6552-4163-b74c-4d2c07b2df6c,2640685a-9585-4463-a90c-ea4e892b9de8,Premium,$9.90/month
b04818d7-d48f-4263-8d82-b6b3f50ba104,95ae0379-936a-4fd3-a2f1-c2ae2f2c6fa1,,Free
f8007e4c-4686-4b83-8ec4-b74beec3c9d6,310c38c6-2a37-482c-8965-0874fe98a82a,,$3/month
0f32ddd8-9dc6-4203-97cb-f615d2af9941,9e3be138-3e6b-4f0b-b6d3-18d13dc53758,Free,Free
39e51737-e1b6-4a00-8b1c-ebbdbca92299,8c42fcd8-9bd0-4f85-8dc7-8cc8d6df8218,,Free
5bfdb876-4dce-4549-b372-4d151c37277d,4d6ae242-2891-4581-b120-f374bbbb8def,Basic,$19.99/month
21899984-1f37-4acb-8381-6c9dd2171929,9e3be138-3e6b-4f0b-b6d3-18d13dc53758,Basic,$19.99/month
8b6852a2-5294-4da6-91bb-d9a2714b17b1,4d6ae242-2891-4581-b120-f374bbbb8def,Professional,$29.99/month
9ce45283-4e19-4d0b-aba8-a39afb85a4c5,9e3be138-3e6b-4f0b-b6d3-18d13dc53758,Professional,$29.99/month
b8e670de-4788-4ff1-ad43-9fab0184c71d,9bb691aa-2c2a-4b62-a983-c7cf29474cb5,Basic,$19.99/month
87c2b75a-86aa-4936-865d-4c6d3ea25c91,4d6ae242-2891-4581-b120-f374bbbb8def,Advanced,$44.99/month
5a4a08c5-f0af-4074-baf9-fcf43feab431,9e3be138-3e6b-4f0b-b6d3-18d13dc53758,Advanced,$44.99/month
54bf37f7-d388-47e5-9561-4cecb86dc6fa,fc720049-ca78-4924-9a52-e8538c443eaa,,Free
fcc4df66-8fd4-4164-9ee3-949ed45d8524,a450e57b-be68-4324-aa10-60f70f45e2e9,Primium,$11.99/month
1568f72e-2a06-47ce-bd5e-8e90f67a55dd,9bb691aa-2c2a-4b62-a983-c7cf29474cb5,Professional,$29.99/month
7edf7bec-355a-459d-8d84-0a0a6c8c524a,b0fddc87-5fd9-4282-9ca7-046fb1ff7ddf,Lite,Free
97ab8dda-046e-4476-ae0f-e6b3c42974f3,9bb691aa-2c2a-4b62-a983-c7cf29474cb5,Advanced,$44.99/month
8c467e62-3226-4a0b-b355-55f6ebaf572e,9bb691aa-2c2a-4b62-a983-c7cf29474cb5,Plus,$89.99/month
bff477e1-d45d-4516-858c-35e9b205d176,716326a8-285e-41b8-83e8-db54857bd524,,Free
7ed8f0b8-f060-42fa-a7fa-35b19764102c,4eb146df-6521-4934-afa7-68bb713ecb2c,,Free
a843ce3e-26ca-4c0d-84ae-6eae487bc857,56718ca8-7d18-4529-9e2c-1dd967f89995,Starter Free,Free
138d547c-f195-4cd8-9711-66332c7fd6c7,25688663-6284-4176-bc30-13f812b69aae,,Free
16e0360c-3bd2-48c5-8378-5b10ae8b9dae,9f4ff0e6-0d82-4ea0-b065-96247ac3be6e,Today,Free
0a167295-c88a-4b7e-a6cf-0875da5a9fdc,b0fddc87-5fd9-4282-9ca7-046fb1ff7ddf,Basic,$19/month
04dcd21d-7032-4c5f-8d68-a39677088384,56718ca8-7d18-4529-9e2c-1dd967f89995,Growth,$2.50/month
f36f7077-f812-4b0a-a3b8-a07f6ae5cbb5,82bab6ec-7a1b-40ad-a4ce-be1ca44f7c1b,Starter,$9.90/month
5d432a5a-862a-4398-a752-9b6654119217,9f4ff0e6-0d82-4ea0-b065-96247ac3be6e,Now,$5/month
ef921d68-766f-43f4-8541-cf95aa9a3426,150104ed-8a9f-435d-9d3b-83c1a70db19d,,Free
20555c9a-11a8-47d8-94d4-ccf2bc72ed74,56718ca8-7d18-4529-9e2c-1dd967f89995,Advanced,$3.50/month
8516950c-85fc-47a8-86df-5ab18c6845f6,9f4ff0e6-0d82-4ea0-b065-96247ac3be6e,Then,$10/month
b8c1192b-20d6-4a48-aa71-f841e7ce4f4f,b0fddc87-5fd9-4282-9ca7-046fb1ff7ddf,Premium,$39/month
69624f6b-d76a-42e1-b41e-68c7655244c0,75bdd82d-7a78-4e99-ad96-13460e70a189,COVID-19,Free
1648113c-39c3-4c8b-b07b-11df8bb23e7b,096e0592-ad96-49b4-9af9-fc2338f3213f,,Free
4bfb6788-e5d9-4b6a-a853-fc6a47067ada,f6a00fd2-c4cc-481e-bb3a-353e0d309a57,Tip Plan,$3.99/month
3f58278a-001f-41ed-8e00-6b28b3035318,82bab6ec-7a1b-40ad-a4ce-be1ca44f7c1b,Business,$19/month
1ccc3e54-0e25-444f-a3c0-2c8f6e2c6a8d,75bdd82d-7a78-4e99-ad96-13460e70a189,Premium,$13.99/month
8e75d871-10fe-4540-a62e-00f97d287942,56718ca8-7d18-4529-9e2c-1dd967f89995,Enterprise,$14.50/month
71b3d489-07ec-43ac-bbd2-a45e0ebdbdf8,75bdd82d-7a78-4e99-ad96-13460e70a189,Plus,$39.99/month
836bbc52-aaa2-48df-b94a-743efc159f57,75bdd82d-7a78-4e99-ad96-13460e70a189,Enterprise,$79.99/month
27f3611f-7799-44c8-83e1-7d7133ff6750,f6a00fd2-c4cc-481e-bb3a-353e0d309a57,Top Plan,$8.99/month
54d497a2-a313-4c92-aa6d-d5e34b0b509c,b0fddc87-5fd9-4282-9ca7-046fb1ff7ddf,Business,$99/month
7c17d16f-67fa-449b-b6f1-7d1cc2838f8b,3d937a31-b566-48d1-a058-f1a779b1357b,Essential Plan,$9.95/month
21173d8b-82df-4484-9353-ae8745e99e1f,35586323-280e-42f4-88d4-746c6a05f496,,Free
a3662dfc-7368-4b9b-a18b-4d26e0268889,7146a5ac-0d78-4e04-8a7a-a893c8e8474f,,Free to install
1e49bbe8-7902-4bb7-9325-de5261b3a746,9cb5105e-685c-4a80-a2c0-a29d2a57cb63,,Free
3118050b-7118-48d4-a583-8c7af9f660dd,fcaf497a-7783-41a3-b84c-fade6562766e,,Free
9d251c0e-2401-4e11-bf81-9d5605f1a1cd,5587afc7-4229-4c2e-9f57-aa8f0b0e6cc4,Light Plan,$15/month
e9c76c84-757d-4fec-85af-e942bf434ba1,f63d555d-9235-401a-b418-3993008f5863,Essential,$14.99/month
12598774-8814-4fbd-876c-21e898ded82c,47cf5036-8737-4da6-b846-697e89164a34,,Free
272f387a-4f8a-499c-9e63-844645ba57e2,65ab5b85-d392-4d67-a599-92bb1799b868,Basic plan,$3.99/month
520fe1ef-9887-40dc-bf02-94b4bdff87ae,e87250c8-c9a4-4d53-94aa-ec64472cf9f1,,Free
2d0b0b84-60a4-446c-9a4a-997cfe90ee22,5587afc7-4229-4c2e-9f57-aa8f0b0e6cc4,Pro Plan,$29/month
16c50f3b-b57b-4685-81ec-d3a483797888,79026c40-ebec-4003-bda1-8ccb08ccd73e,,$4.99/month
a71bf1b8-dfe4-4404-b83a-84e2d8a9cfaa,60232fda-a851-495d-b5e9-3614abfc0b3b,free,Free
c31fb468-83b3-46c4-9c40-1daec1493779,2d10a43f-981b-4a72-b6dc-ba9c2da14dcb,,Free to install
4d5d57be-15b6-47a2-adf8-e7d160e4c68a,d7ef544d-3a9a-413a-8899-85cbbf6f5454,,Free
2356dde8-d400-486e-8cb2-e94284976e1e,3a347117-b375-472e-97ad-1753fdf5bed5,Standard Plan,$20/month
5df5cd7e-a13d-4df5-a9cf-2d1ea4eb475d,adc1a87e-49d0-4845-922b-2e29f755bfee,,Free to install
c4532824-04ec-46f5-bab1-869f304c1372,9f3929f5-26a4-4bee-aebd-52114f41650b,,$19.95/month
cef9fd21-e049-4c70-a3e0-9fb87d9c6b87,a0886d3c-e71e-4643-8ffb-a59bc6070dca,Basic,Free
22f3bb25-33e6-4a89-a488-2d91447f6ed9,3a347117-b375-472e-97ad-1753fdf5bed5,Enterprise Plan,"$1,490/month"
1c5c750a-4c67-4d57-a838-1a1e558709ec,60232fda-a851-495d-b5e9-3614abfc0b3b,standard,$19/month
48b3dd79-d270-44ba-9b5a-98eaf6edd36a,a0886d3c-e71e-4643-8ffb-a59bc6070dca,Smart Triggers,$16.90/month
7fefa1ab-bd53-4cae-8731-c45cfa0a71dd,60232fda-a851-495d-b5e9-3614abfc0b3b,enterprise,$49/month
48d73d22-1676-43fb-8c2b-eef4152dccb1,a0886d3c-e71e-4643-8ffb-a59bc6070dca,Recommendation,$19.90/month
df09565d-e6fd-4689-8fed-cdf6d97c191c,56ad1ef6-237e-48f4-9d38-83307f624619,Free - Forever,Free
242a62f2-9ce5-40e5-a437-8baa9c489469,1f3c6499-dbc6-4c9f-954b-3a4a868c4cb4,FREE,Free
a24f1b68-2036-4c88-9bc4-ecc06500fbc3,56ad1ef6-237e-48f4-9d38-83307f624619,Growth,$49/month
69665b67-e007-427c-a4b4-a674e1fb1aac,1f3c6499-dbc6-4c9f-954b-3a4a868c4cb4,Size S,$29/month
ea63df2e-8bc5-44df-9512-61a3361c81a4,56ad1ef6-237e-48f4-9d38-83307f624619,Pro,$99/month
0936a702-6268-43c2-aaf5-eb405ea988c3,0f5f6b9a-630c-48cb-b9b6-244ae692b16c,Monthly Plan,$9.99/month
4f7cbc68-f7cd-47f2-8790-feee750bbdb5,a0886d3c-e71e-4643-8ffb-a59bc6070dca,All-in-One,$49.90/month
ebffb3c6-04d7-4ed4-84df-9edd7fe20a99,1f3c6499-dbc6-4c9f-954b-3a4a868c4cb4,Size M,$49/month
875b3c61-18fd-4e6c-b3ce-40f033aaa3bb,1f3c6499-dbc6-4c9f-954b-3a4a868c4cb4,Size L,$69/month
75844e6e-279f-4433-bd06-e75e458d450b,68d7a43b-0cbf-40be-bc4e-cf2af07dcaad,,Free
35405d41-63c9-448b-a692-ee5b725f307d,074139a9-b3bf-4f66-a4fd-3910dd6f9c7c,,$19.99/month
eb964b01-abe6-4557-91d1-b4f6d5fd1991,0f5f6b9a-630c-48cb-b9b6-244ae692b16c,Yearly Plan,$9.17/month
82dc5c0f-12d1-46e2-8783-35bdb99e5d39,4b5261ec-1028-462d-85fd-5e28f9b780d9,,$5/month
06e88d53-bb57-44f4-90fb-1e357e185d62,93000b0b-9930-475f-8dac-d33be4072da5,Starter Plan,$9/month
2452c91e-d018-4cfe-8e9b-ea3a9acbf17d,4521f037-afe4-42ee-9b87-69ab6f299870,Free,Free
9021189c-5429-4f9a-bc7c-5b32d4718a17,4521f037-afe4-42ee-9b87-69ab6f299870,Premium,$9.99/month
bbdd4e19-27ef-4fb2-87f1-fc04e326fca0,4120e46e-9c99-4b0c-ba20-db927d0d124b,FREE Plan,Free
e2d2d6bd-3a74-485b-9a48-95b5e76c7071,93000b0b-9930-475f-8dac-d33be4072da5,Essential Plan,$19/month
0454c20b-40b6-442e-b4b2-e7b194cc8a2c,f73f0f9b-a9bc-46b4-8cf4-f66a288ac7f7,HUBBED,$7.50/month
da2e2671-6b3c-4d4f-b7d8-b0ced3bb532d,1a547c53-c275-4b2b-8911-83eeb8a779e1,Basic Plan,Free to install
14d20c89-8c0d-407f-96a7-9646678c7772,92525882-1d89-404c-b2d8-ac8aa0bf207e,Main Plan,$4.99/month
9d97a9ea-57a5-4a40-bb2c-80ca9791a4b5,45abef7c-1e9f-4d9a-af2b-97a7b64ceb5d,,Free
0a2ae2e7-f20c-40dd-8891-e7207f02be3f,1527ae33-7f56-4ade-b4b3-cc93213abb70,Essentials,$39/month
f4773b3a-6a7e-4382-9201-201f9484a024,93000b0b-9930-475f-8dac-d33be4072da5,Professional Plan,$29/month
b44465ed-3619-4d66-a28d-a769f29aadfe,1527ae33-7f56-4ade-b4b3-cc93213abb70,Professional,$59/month
7f491369-e847-4bc4-8f94-9810654212fb,4120e46e-9c99-4b0c-ba20-db927d0d124b,Unlimited,$6.99/month
e02f261b-747c-43df-b14e-94731ec42aec,1a547c53-c275-4b2b-8911-83eeb8a779e1,Premium Plan,$20/month
73401bdd-0faa-4f41-a652-3c2a40415650,93000b0b-9930-475f-8dac-d33be4072da5,Custom Plan,$29/month
cfb45e89-25df-475d-b3e7-787cce2739b5,5e893437-5b8c-41bd-b9de-2fab6000dd84,Restricted Access,Free
190e973d-53e1-44b5-a8af-5d888cc53500,5e893437-5b8c-41bd-b9de-2fab6000dd84,Full Access,$15/month
008fd55f-7df4-4d06-9604-72918a39790b,1527ae33-7f56-4ade-b4b3-cc93213abb70,Pro Notifications,$78/month
0965ca4b-a49b-45e7-8d36-0d19a5fe3a93,a40296c0-3ac8-44ab-9b7b-94273a99c0ac,Accelerator,$195/month
cfb028ac-89a5-462d-96a7-71bfd77f48eb,a40296c0-3ac8-44ab-9b7b-94273a99c0ac,High Growth,$253/month
1a02351c-176d-4924-8599-c3eaac2eb947,a40296c0-3ac8-44ab-9b7b-94273a99c0ac,Premium,$325/month
e400140e-9a38-4a5a-87ba-132a4a789520,e52e3bae-b8ac-42a6-99b3-659eb535d5b0,,$13.50/month
7885241c-f157-44fb-a947-e3970982d09c,5ce27ca5-9126-4a60-99cc-e8af4b632b10,Free,Free
9bca6913-3da9-483d-8d4a-9dc11300a123,c8c2f04b-9bdf-4f5c-b06b-9e55b882dd1b,,Free to install
1247bf5a-6ac6-4153-9285-5f2d7d04b751,0cddd6f2-2dae-4921-b32b-314dc2d95a1b,,Free to install
55418965-214c-42b1-9aca-4a0d1e335b15,bbbc5f81-4982-40b9-b79f-22ec292452cf,,Free
8d13c344-3273-4dd4-aa6e-3f62140604de,5ce27ca5-9126-4a60-99cc-e8af4b632b10,Basic,$4/month
b1760bb8-888a-4e17-b753-28f92a92e1fe,27db91e8-8f2b-4dea-a23a-b796caf85384,Main Plan,$2.99/month
474a93b2-61f1-4c3c-8888-08cf4476c7db,894ead5e-fcda-4bd5-9b93-7a88db26c82b,,Free
b2744f0d-2bc6-4e73-9aa1-cee05f3c38b1,c8781215-5dd1-431b-9a64-ac503f5f7d42,Inventoro,$99/month
be853fb2-318a-4bae-b381-37ef78a288ba,c8781215-5dd1-431b-9a64-ac503f5f7d42,,Free
e72ee102-1732-4595-b374-bd3e34eccd46,014c5183-1a22-44c7-ac5c-4bbf892f2e69,,Free to install
5507ae22-1a58-4326-9c22-ac709c110bdf,01ffdcf7-a49f-41f2-8f46-8dab2b331c61,Micro,$9.99/month
6b56474b-2f81-49cc-9948-501efa2bdd25,0b95363a-e3a3-45f3-a65d-94ff47c2e45a,,$4.99/month
2b9d634c-ef05-4044-aee0-457baf185eb1,2168e9ab-dbeb-4729-bc61-c6cf719a2d35,,Free to install
09f29645-f2e6-4331-a9d1-b005f4440dc1,ccd23d29-7873-44c0-ad90-049bda7c0f71,,Free
77e08c56-3ff4-4466-b9b3-c0d3d63de556,01ffdcf7-a49f-41f2-8f46-8dab2b331c61,Small,$19.99/month
451ec000-79c7-4b5a-b0e8-d16f1bd2fdfa,01ffdcf7-a49f-41f2-8f46-8dab2b331c61,Medium,$39.99/month
7a5c640b-4c86-4c86-acbe-fabd6e09395e,6c4316fd-273f-445e-b8ba-d4c761c1836a,,Free
